election,active_date,status,active_reason,committee_id
2014 General Election,06/12/2014,Active,System Generated / Primary or General Election,16258
2014 Primary Election,03/26/2013,Active,System Generated / Primary or General Election,16258
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16427
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16427
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16427
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16427
2014 Primary Election,08/27/2013,Active,System Generated / Primary or General Election,16427
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16575
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16575
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16575
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16575
2014 Primary Election,12/16/2013,Active,System Generated / Primary or General Election,16575
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17186
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17186
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17186
2014 General Election,09/29/2014,Active,System Generated / Primary or General Election,17186
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17077
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17077
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17077
2014 General Election,08/22/2014,Active,System Generated / Primary or General Election,17077
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16983
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16983
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16983
2015 May Election,03/25/2015,Active,Statement of Organization,16983
2014 General Election,07/07/2014,Active,System Generated / Primary or General Election,16983
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16558
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16558
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16558
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16558
2014 Primary Election,12/11/2013,Active,System Generated / Primary or General Election,16558
2018 Primary Election,09/03/2017,Active,System Generated / Primary or General Election,16532
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16532
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16532
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16532
2014 Primary Election,11/19/2013,Active,System Generated / Primary or General Election,16532
2018 Primary Election,02/15/2018,Active,System Generated / Primary or General Election,16508
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16508
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16508
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16508
2014 Primary Election,10/28/2013,Active,System Generated / Primary or General Election,16508
2014 General Election,07/30/2014,Active,In-Kind or Independent Expenditure,16892
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16741
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16741
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16741
2014 General Election,04/21/2014,Active,Statement of Organization,16741
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16903
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16903
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16903
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16903
2014 Primary Election,04/17/2014,Active,Contribution to Active Candidate or Measure Committee,16903
2018 Primary Election,02/24/2017,Active,System Generated / Primary or General Election,16623
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16623
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16623
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16623
2014 Primary Election,01/10/2014,Active,System Generated / Primary or General Election,16623
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17045
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17045
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17045
2014 General Election,08/13/2014,Active,System Generated / Primary or General Election,17045
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16684
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16684
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16684
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,16684
2014 Primary Election,02/11/2014,Active,System Generated / Primary or General Election,16684
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17175
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17175
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17175
2014 General Election,09/08/2014,Active,Contribution to Active Candidate or Measure Committee,17175
2014 General Election,10/07/2014,Active,Contribution to Active Candidate or Measure Committee,16479
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16545
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16545
2016 Primary Election,08/15/2016,Active,User Requested Activation,16545
2014 General Election,,Inactive,User Requested Inactivation,16545
2014 Primary Election,01/05/2014,Active,System Generated / Primary or General Election,16545
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,17196
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,17196
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,17196
2014 General Election,10/03/2014,Active,System Generated / Primary or General Election,17196
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,16834
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,16834
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,16834
